阿Ｑ/null/null/a1,Ｑ/null/null/
延颈鹤望/null/null/yan2,jing3,he4,wang4/null/null/
延颈举踵/null/null/yan2,jing3,ju3,zhong3/null/null/
延颈跂踵/null/null/yan2,jing3,qi3,zhong3/null/null/
延颈企踵/null/null/yan2,jing3,qi3,zhong3/null/null/
严陈以待/null/null/yan2,chen2,yi3,dai4/null/null/
严惩不贷/null/null/yan2,cheng2,bu4,dai4/null/null/
严家饿隶/null/null/yan2,jia1,e4,li4/null/null/
严气正性/null/null/yan2,qi4,zheng4,xing4/null/null/
严丝合缝/null/null/yan2,si1,he2,feng4/null/null/
严阵以待/null/null/yan2,zhen4,yi3,dai4/null/null/
妍蚩好恶/null/null/yan2,chi1,hao3,e4/null/null/
言必有据/null/null/yan2,bi4,you3,ju4/null/null/
言必有物/null/null/yan2,bi4,you3,wu4/null/null/
言不达意/null/null/yan2,bu4,da2,yi4/null/null/
言必有中/null/null/yan2,bi4,you3,zhong4/null/null/
言不逮意/null/null/yan2,bu4,dai3,yi4/null/null/
言不二价/null/null/yan2,bu4,er4,jia4/null/null/
言不顾行/null/null/yan2,bu4,gu4,xing2/null/null/
言不及行/null/null/yan2,bu4,ji2,xing2/null/null/
言不及义/null/null/yan2,bu4,ji2,yi4/null/null/
言不尽意/null/null/yan2,bu4,jin4,yi4/null/null/
言不由中/null/null/yan2,bu4,you2,zhong1/null/null/
言差语错/null/null/yan2,cha4,yu3,cuo4/null/null/
言出祸从/null/null/yan2,chu1,huo4,cong2/null/null/
言不由衷/null/null/yan2,bu4,you2,zhong1/null/null/
言传身教/null/null/yan2,chuan2,shen1,jiao4/null/null/
言从计纳/null/null/yan2,cong2,ji4,na4/null/null/
言从计听/null/null/yan2,cong2,ji4,ting1/null/null/
言从计行/null/null/yan2,cong2,ji4,xing2/null/null/
言颠语倒/null/null/yan2,dian1,yu3,dao3/null/null/
言多伤行/null/null/yan2,duo1,shang1,xing2/null/null/
言多语失/null/null/yan2,duo1,yu3,shi1/null/null/
言而不信/null/null/yan2,er2,bu4,xin4/null/null/
言而无信/null/null/yan2,er2,wu2,xin4/null/null/
言而有信/null/null/yan2,er2,you3,xin4/null/null/
言发祸随/null/null/yan2,fa1,huo4,sui2/null/null/
言方行圆/null/null/yan2,fang1,xing2,yuan2/null/null/
言芳行洁/null/null/yan2,fang1,xing2,jie2/null/null/
言高语低/null/null/yan2,gao1,yu3,di1/null/null/
言归于好/null/null/yan2,gui1,yu2,hao3/null/null/
言归和好/null/null/yan2,gui1,he2,hao3/null/null/
言归正传/null/null/yan2,gui1,zheng4,zhuan4/null/null/
言过其实/null/null/yan2,guo4,qi2,shi2/null/null/
言和意顺/null/null/yan2,he2,yi4,shun4/null/null/
言简意少/null/null/yan2,jian3,yi4,shao3/null/null/
言近意远/null/null/yan2,jin4,yi4,yuan3/null/null/
言近旨远/null/null/yan2,jin4,zhi3,yuan3/null/null/
言近指远/null/null/yan2,jin4,zhi3,yuan3/null/null/
言来语去/null/null/yan2,lai2,yu3,qu4/null/null/
言论风生/null/null/yan2,lun4,feng1,sheng1/null/null/
言清行浊/null/null/yan2,qing1,xing2,zhuo2/null/null/
言若悬河/null/null/yan2,ruo4,xuan2,he2/null/null/
言三语四/null/null/yan2,san1,yu3,si4/null/null/
言提其耳/null/null/yan2,ti2,qi2,er3/null/null/
言听计从/null/null/yan2,ting1,ji4,cong2/null/null/
言听计行/null/null/yan2,ting1,ji4,xing2/null/null/
言听事行/null/null/yan2,ting1,shi4,xing2/null/null/
言听行从/null/null/yan2,ting1,xing2,cong2/null/null/
言为心声/null/null/yan2,wei2,xin1,sheng1/null/null/
言文行远/null/null/yan2,wen2,xing2,yuan3/null/null/
言无不尽/null/null/yan2,wu2,bu4,jin4/null/null/
言无二价/null/null/yan2,wu2,er4,jia4/null/null/
言笑不苟/null/null/yan2,xiao4,bu4,gou3/null/null/
言笑自若/null/null/yan2,xiao4,zi4,ruo4/null/null/
言信行果/null/null/yan2,xin4,xing2,guo3/null/null/
言行抱一/null/null/yan2,xing2,bao4,yi1/null/null/
言行不符/null/null/yan2,xing2,bu4,fu2/null/null/
言行不贰/null/null/yan2,xing2,bu4,er4/null/null/
言行不一/null/null/yan2,xing2,bu4,yi1/null/null/
言行计从/null/null/yan2,xing2,ji4,cong2/null/null/
言行若一/null/null/yan2,xing2,ruo4,yi1/null/null/
言行相悖/null/null/yan2,xing2,xiang1,bei4/null/null/
言行相符/null/null/yan2,xing2,xiang1,fu2/null/null/
言行相副/null/null/yan2,xing2,xiang1,fu4/null/null/
言行相顾/null/null/yan2,xing2,xiang1,gu4/null/null/
言行相诡/null/null/yan2,xing2,xiang1,gui3/null/null/
言行信果/null/null/yan2,xing2,xin4,guo3/null/null/
言行一致/null/null/yan2,xing2,yi1,zhi4/null/null/
言扬行举/null/null/yan2,yang2,xing2,ju3/null/null/
言语道断/null/null/yan2,yu3,dao4,duan4/null/null/
言与心违/null/null/yan2,yu3,xin1,wei2/null/null/
言语路绝/null/null/yan2,yu3,lu4,jue2/null/null/
言语妙天下/null/null/yan2,yu3,miao4,tian1,xia4/null/null/
言约旨远/null/null/yan2,yue1,zhi3,yuan3/null/null/
言者不知/null/null/yan2,zhe3,bu4,zhi1/null/null/
言者弗知/null/null/yan2,zhe3,fu2,zhi1/null/null/
言之不预/null/null/yan2,zhi1,bu4,yu4/null/null/
言之过甚/null/null/yan2,zhi1,guo4,shen4/null/null/
言之有故/null/null/yan2,zhi1,you3,gu4/null/null/
言之有据/null/null/yan2,zhi1,you3,ju4/null/null/
言之有理/null/null/yan2,zhi1,you3,li3/null/null/
言之有礼/null/null/yan2,zhi1,you3,li3/null/null/
言之有物/null/null/yan2,zhi1,you3,wu4/null/null/
言之有序/null/null/yan2,zhi1,you3,xu4/null/null/
言中事隐/null/null/yan2,zhong1,shi4,yin3/null/null/
言重九鼎/null/null/yan2,zhong4,jiu3,ding3/null/null/
岩居川观/null/null/yan2,ju1,chuan1,guan1/null/null/
岩居穴处/null/null/yan2,ju1,xue2,chu3/null/null/
岩栖谷隐/null/null/yan2,qi1,gu3,yin3/null/null/
岩栖谷饮/null/null/yan2,qi1,gu3,yin3/null/null/
岩栖穴处/null/null/yan2,qi1,xue2,chu3/null/null/
沿条儿/null/null/yan2,tiao2,er2/null/null/
炎黄子孙/null/null/yan2,huang2,zi3,sun1/null/null/
炎凉世态/null/null/yan2,liang2,shi4,tai4/null/null/
研机综微/null/null/yan2,ji1,zong1,wei1/null/null/
研京练都/null/null/yan2,jing1,lian4,dou1/null/null/
研经铸史/null/null/yan2,jing1,zhu4,shi3/null/null/
研精毕智/null/null/yan2,jing1,bi4,zhi4/null/null/
研精阐微/null/null/yan2,jing1,chan3,wei1/null/null/
研精殚力/null/null/yan2,jing1,dan1,li4/null/null/
研精殚思/null/null/yan2,jing1,dan1,si1/null/null/
研精钩深/null/null/yan2,jing1,gou1,shen1/null/null/
研精究微/null/null/yan2,jing1,jiu1,wei1/null/null/
研精竭虑/null/null/yan2,jing1,jie2,lv4/null/null/
研精苦思/null/null/yan2,jing1,ku3,si1/null/null/
研精覃思/null/null/yan2,jing1,tan2,si1/null/null/
研精致思/null/null/yan2,jing1,zhi4,si1/null/null/
研究生/null/null/yan2,jiu1,sheng1/null/null/
研究所/null/null/yan2,jiu1,suo3/null/null/
研究员/null/null/yan2,jiu1,yuan2/null/null/
研桑心计/null/null/yan2,sang1,xin1,ji4/null/null/
盐碱地/null/null/yan2,jian3,di4/null/null/
盐梅相成/null/null/yan2,mei2,xiang1,cheng2/null/null/
颜丹鬓绿/null/null/yan2,dan1,bin4,lv4/null/null/
颜骨柳筋/null/null/yan2,gu3,iu3,jin1/null/null/
颜筋柳骨/null/null/yan2,jin1,iu3,gu3/null/null/
颜精柳骨/null/null/yan2,jing1,iu3,gu3/null/null/
颜面扫地/null/null/yan2,mian4,sao3,di4/null/null/
奄奄一息/null/null/yan3,yan3,yi1,xi1/null/null/
俨乎其然/null/null/yan3,hu1,qi2,ran2/null/null/
偃革倒戈/null/null/yan3,ge2,dao3,ge1/null/null/
偃革为轩/null/null/yan3,ge2,wei2,xuan1/null/null/
偃旗仆鼓/null/null/yan3,qi2,pu2,gu3/null/null/
偃武兴文/null/null/yan3,wu3,xing1,wen2/null/null/
偃武行文/null/null/yan3,wu3,xing2,wen2/null/null/
偃武休兵/null/null/yan3,wu3,xiu1,bing1/null/null/
掩鼻而过/null/null/yan3,bi2,er2,guo4/null/null/
掩恶扬美/null/null/yan3,e4,yang2,mei3/null/null/
掩恶扬善/null/null/yan3,e4,yang2,shan4/null/null/
掩骼埋窆/null/null/yan3,ge2,mai2,bian3/null/null/
掩骼埋胔/null/null/yan3,ge2,mai2,zi4/null/null/
掩过饰非/null/null/yan3,guo4,shi4,fei1/null/null/
掩过扬善/null/null/yan3,guo4,yang2,shan4/null/null/
掩目捕雀/null/null/yan3,mu4,bu3,que4/null/null/
掩其不备/null/null/yan3,qi2,bu4,bei4/null/null/
掩瑕藏疾/null/null/yan3,xia2,cang2,ji2/null/null/
掩其无备/null/null/yan3,qi2,wu2,bei4/null/null/
掩眼捕雀/null/null/yan3,yan3,bu3,que4/null/null/
眼不见为净/null/null/yan3,bu4,jian4,wei2,jing4/null/null/
眼馋肚饱/null/null/yan3,chan2,du4,bao3/null/null/
眼观六路/null/null/yan3,guan1,iu4,lu4/null/null/
眼观六路，耳听八方/null/null/yan3,guan1,iu4,lu4,，,er3,ting1,ba1,fang1/null/null/
眼花撩乱/null/null/yan3,hua1,liao2,luan4/null/null/
眼花雀乱/null/null/yan3,hua1,que4,luan4/null/null/
眼见得/null/null/yan3,jian4,de/null/null/
眼空四海/null/null/yan3,kong1,si4,hai3/null/null/
眼内无珠/null/null/yan3,nei4,wu2,zhu1/null/null/
眼中拔钉/null/null/yan3,zhong1,ba2,ding1/null/null/
眼中钉/null/null/yan3,zhong1,ding1/null/null/
眼中有铁/null/null/yan3,zhong1,you3,tie3/null/null/
演兵场/null/null/yan3,bing1,chang3/null/null/
厌难折冲/null/null/yan4,nan2,zhe2,chong1/null/null/
宴安酖毒/null/null/yan4,an1,dan1,du2/null/null/
宴安鸠毒/null/null/yan4,an1,jiu1,du2/null/null/
宴安鸩毒/null/null/yan4,an1,zhen4,du2/null/null/
晏安酖毒/null/null/yan4,an1,dan1,du2/null/null/
验明正身/null/null/yan4,ming2,zheng4,shen1/null/null/
艳紫妖红/null/null/yan4,zi3,yao1,hong2/null/null/
掞藻飞声/null/null/shan3,zao3,fei1,sheng1/null/null/
雁泊人户/null/null/yan4,bo2,ren2,hu4/null/null/
雁过拔毛/null/null/yan4,guo4,ba2,mao2/null/null/
雁过留声/null/null/yan4,guo4,iu2,sheng1/null/null/
雁过拨毛/null/null/yan4,guo4,bo1,mao2/null/null/
雁来红/null/null/yan4,lai2,hong2/null/null/
雁南燕北/null/null/yan4,nan2,yan4,bei3/null/null/
雁影分飞/null/null/yan4,ying3,fen1,fei1/null/null/
燕安酖毒/null/null/yan4,an1,dan1,du2/null/null/
燕安鸩毒/null/null/yan4,an1,zhen4,du2/null/null/
燕巢飞幕/null/null/yan4,chao2,fei1,mu4/null/null/
燕巢幕上/null/null/yan4,chao2,mu4,shang4/null/null/
燕巢幙上/null/null/yan4,chao2,yu2,shang4/null/null/
燕巢危幕/null/null/yan4,chao2,wei1,mu4/null/null/
燕巢卫幕/null/null/yan4,chao2,wei4,mu4/null/null/
燕巢于幕/null/null/yan4,chao2,yu2,mu4/null/null/
燕俦莺侣/null/null/yan4,chou2,ying1,lv3/null/null/
燕处危巢/null/null/yan4,chu3,wei1,chao2/null/null/
燕处焚巢/null/null/yan4,chu3,fen2,chao2/null/null/
燕岱之石/null/null/yan1,dai4,zhi1,shi2/null/null/
燕妒莺惭/null/null/yan4,du4,ying1,can2/null/null/
燕额虎头/null/null/yan4,e2,hu3,tou2/null/null/
燕尔新婚/null/null/yan4,er3,xin1,hun1/null/null/
燕歌赵舞/null/null/yan1,ge1,zhao4,wu3/null/null/
燕颔虎颈/null/null/yan4,han4,hu3,jing3/null/null/
燕颔虎头/null/null/yan4,han4,hu3,tou2/null/null/
燕颔虎须/null/null/yan4,han4,hu3,xu1/null/null/
燕颔虬须/null/null/yan4,han4,qiu2,xu1/null/null/
燕颔儒生/null/null/yan4,han4,ru2,sheng1/null/null/
燕颔书生/null/null/yan4,han4,shu1,sheng1/null/null/
燕驾越毂/null/null/yan1,jia4,yue4,gu1/null/null/
燕金募秀/null/null/yan1,jin1,mu4,xiu4/null/null/
燕侣莺俦/null/null/yan4,lv3,ying1,chou2/null/null/
燕骏千金/null/null/yan1,jun4,qian1,jin1/null/null/
燕麦粥/null/null/yan1,mai4,zhou1/null/null/
燕雀安知鸿鹄之志/null/null/yan4,que4,an1,zhi1,hong2,hu2,zhi1,zhi4/null/null/
燕幕自安/null/null/yan4,mu4,zi4,an1/null/null/
燕雀处堂/null/null/yan4,que4,chu3,tang2/null/null/
燕雀处屋/null/null/yan4,que4,chu3,wu1/null/null/
燕雀安知鸿鹄志/null/null/yan4,que4,an1,zhi1,hong2,hu2,zhi4/null/null/
燕雀岂知雕鹗志/null/null/yan4,que4,qi3,zhi1,diao1,e4,zhi4/null/null/
燕雀相贺/null/null/yan4,que4,xiang1,he4/null/null/
燕雀之见/null/null/yan4,que4,zhi1,jian4/null/null/
燕雀之居/null/null/yan4,que4,zhi1,ju1/null/null/
燕石妄珍/null/null/yan1,shi2,wang4,zhen1/null/null/
燕市悲歌/null/null/yan1,shi4,bei1,ge1/null/null/
燕瘦环肥/null/null/yan4,shou4,huan2,fei2/null/null/
燕尾服/null/null/yan4,wei3,fu2/null/null/
燕舞莺歌/null/null/yan4,wu3,ying1,ge1/null/null/
燕舞莺啼/null/null/yan4,wu3,ying1,ti2/null/null/
燕雁代飞/null/null/yan4,yan4,dai4,fei1/null/null/
燕燕莺莺/null/null/yan4,yan4,ying1,ying1/null/null/
燕燕于归/null/null/yan4,yan4,yu2,gui1/null/null/
燕语莺声/null/null/yan4,yu3,ying1,sheng1/null/null/
燕翼贻谋/null/null/yan4,yi4,yi2,mou2/null/null/
燕语莺啼/null/null/yan4,yu3,ying1,ti2/null/null/
燕约莺期/null/null/yan4,yue1,ying1,qi1/null/null/
燕跃鹄踊/null/null/yan4,yue4,hu2,yong3/null/null/
燕昭好马/null/null/yan1,zhao1,hao3,ma3/null/null/
燕昭市骏/null/null/yan1,zhao1,shi4,jun4/null/null/
燕子衔食/null/null/yan4,zi3,xian2,shi2/null/null/
泱泱大风/null/null/yang1,yang1,da4,feng1/null/null/
鞅鞅不乐/null/null/yang1,yang1,bu4,le4/null/null/
扬长避短/null/null/yang2,chang2,bi4,duan3/null/null/
扬长而去/null/null/yang2,chang2,er2,qu4/null/null/
扬风扢雅/null/null/yang2,feng1,bao4,ya3/null/null/
扬厉铺张/null/null/yang2,li4,pu4,zhang1/null/null/
扬己露才/null/null/yang2,ji3,lu4,cai2/null/null/
扬眉眴目/null/null/yang2,mei2,shun4,mu4/null/null/
扬眉吐气/null/null/yang2,mei2,tu3,qi4/null/null/
扬铃打鼓/null/null/yang2,ling2,da3,gu3/null/null/
扬汤止沸/null/null/yang2,tang1,zhi3,fei4/null/null/
扬名显亲/null/null/yang2,ming2,xian3,qin1/null/null/
扬扬得意/null/null/yang2,yang2,de2,yi4/null/null/
扬扬自得/null/null/yang2,yang2,zi4,de2/null/null/
羊肠九曲/null/null/yang2,chang2,jiu3,qu3/null/null/
羊肠鸟道/null/null/yang2,chang2,niao3,dao4/null/null/
羊肠线/null/null/yang2,chang2,xian4/null/null/
羊肠小道/null/null/yang2,chang2,xiao3,dao4/null/null/
羊触藩篱/null/null/yang2,chu4,fan1,li2/null/null/
羊癫风/null/null/yang2,dian1,feng1/null/null/
羊狠狼贪/null/null/yang2,hen3,lang2,tan1/null/null/
羊羔美酒/null/null/yan2,gao1,mei3,jiu3/null/null/
羊角风/null/null/yang2,jiao3,feng1/null/null/
羊落虎口/null/null/yang2,luo4,hu3,kou3/null/null/
羊毛出在羊身上/null/null/yang2,mao2,chu1,zai4,yang2,shen1,shang4/null/null/
羊毛衫/null/null/yang2,mao2,shan1/null/null/
羊毛衣/null/null/yang2,mao2,yi1/null/null/
羊毛脂/null/null/yang2,mao2,zhi1/null/null/
羊皮筏/null/null/yang2,pi2,fa2/null/null/
羊皮纸/null/null/yang2,pi2,zhi3/null/null/
羊绒衫/null/null/yang2,rong2,shan1/null/null/
羊肉串/null/null/yang2,rou4,chuan4/null/null/
羊入虎群/null/null/yang2,ru4,hu3,qun2/null/null/
羊续悬鱼/null/null/yang2,xu4,xuan2,yu2/null/null/
羊痫风/null/null/yang2,xian2,feng1/null/null/
羊质虎皮/null/null/yang2,zhi4,hu3,pi2/null/null/
阳春有脚/null/null/yang2,chun1,you3,jiao3/null/null/
阳关大道/null/null/yang2,guan1,da4,dao4/null/null/
阳起石/null/null/yang2,qi3,shi2/null/null/
阳解阴毒/null/null/yang2,jie3,yin1,du2/null/null/
杨穿三叶/null/null/yang2,chuan1,san1,ye4/null/null/
杨雀衔环/null/null/yang2,que4,xian2,huan2/null/null/
杨生黄雀/null/null/yang2,sheng1,huang2,que4/null/null/
佯风诈冒/null/null/yang2,feng1,zha4,mao4/null/null/
杨朱泣岐/null/null/yang2,zhu1,qi4,qi2/null/null/
洋葱头/null/null/yang2,cong1,tou2/null/null/
洋地黄/null/null/yang2,di4,huang2/null/null/
洋为中用/null/null/yang2,wei2,zhong1,yong4/null/null/
洋洋大观/null/null/yang2,yang2,da4,guan1/null/null/
洋洋得意/null/null/yang2,yang2,de2,yi4/null/null/
洋洋洒洒/null/null/yang2,yang2,sa3,sa3/null/null/
洋洋纚纚/null/null/yang2,yang2,sa3,sa3/null/null/
洋洋自得/null/null/yang2,yang2,zi4,de2/null/null/
卬首信眉/null/null/ang2,shou3,shen1,mei2/null/null/
卬头阔步/null/null/ang2,tou2,kuo4,bu4/null/null/
仰不愧天/null/null/yang3,bu4,kui4,tian1/null/null/
仰观俯察/null/null/yang3,guan1,fu3,cha2/null/null/
仰八叉/null/null/yang3,ba1,cha1/null/null/
仰面朝天/null/null/yang3,mian4,chao2,tian1/null/null/
仰面唾天/null/null/yang3,mian4,tuo4,tian1/null/null/
仰取俯拾/null/null/yang3,qu3,fu3,shi2/null/null/
仰人鼻息/null/null/yang3,ren2,bi2,xi1/null/null/
仰韶文化/null/null/yang3,shao2,wen2,hua4/null/null/
仰人眉睫/null/null/yang3,ren2,mei2,jie2/null/null/
仰拾俯取/null/null/yang3,shi2,fu3,qu3/null/null/
仰事俯畜/null/null/yang3,shi4,fu3,xu4/null/null/
仰事俯育/null/null/yang3,shi4,fu3,yu4/null/null/
仰事俛畜/null/null/yang3,shi4,fu3,chu4/null/null/
仰首伸眉/null/null/yang3,shou3,shen1,mei2/null/null/
仰卧起坐/null/null/yang3,wo4,qi3,zuo4/null/null/
仰屋着书/null/null/yang3,wu1,zhu4,shu1/null/null/
仰屋窃叹/null/null/yang3,wu1,qie4,tan4/null/null/
仰屋著书/null/null/yang3,wu1,zhu4,shu1/null/null/
仰之弥高/null/null/yang3,zhi1,mi2,gao1/null/null/
养虎为患/null/null/yang3,hu3,wei2,huan4/null/null/
养虺成蛇/null/null/yang3,hui3,cheng2,she2/null/null/
养家糊口/null/null/yang3,jia1,hu2,kou3/null/null/
养家活口/null/null/yang3,jia1,huo2,kou3/null/null/
养精畜锐/null/null/yang3,jing1,xu4,rui4/null/null/
养生丧死/null/null/yang3,sheng1,sang4,si3/null/null/
养音九皋/null/null/yang3,yin1,jiu3,gao1/null/null/
养殖场/null/null/yang3,zhi2,chang3/null/null/
养尊处优/null/null/yang3,zun1,chu3,you1/null/null/
氧化汞/null/null/yang3,hua4,gong3/null/null/
氧化铜/null/null/yang3,hua4,tong2/null/null/
氧化物/null/null/yang3,hua4,wu4/null/null/
怏怏不乐/null/null/yang4,yang4,bu4,le4/null/null/
怏怏不悦/null/null/yang4,yang4,bu4,yue4/null/null/
样板戏/null/null/yang4,ban3,xi4/null/null/
幺麽小丑/null/null/yao1,mo3,xiao3,chou3/null/null/
吆五喝六/null/null/yao1,wu3,he4,iu4/null/null/
妖不胜德/null/null/yao1,bu4,sheng4,de2/null/null/
妖由人兴/null/null/yao1,you2,ren2,xing1/null/null/
腰缠万贯/null/null/yao1,chan2,wan4,guan4/null/null/
腰杆子/null/null/yao1,gan1,zi/null/null/
腰鼓兄弟/null/null/yao1,gu3,xiong1,di4/null/null/
腰酸背痛/null/null/yao1,suan1,bei4,tong4/null/null/
尧趋舜步/null/null/yao2,qu1,shun4,bu4/null/null/
邀名射利/null/null/yao1,ming2,she4,li4/null/null/
摇滚乐/null/null/yao2,gun3,yue4/null/null/
摇鹅毛扇/null/null/yao2,e2,mao2,shan4/null/null/
摇篮曲/null/null/yao2,lan2,qu3/null/null/
摇旗呐喊/null/null/yao2,qi2,na4,han3/null/null/
摇手触禁/null/null/yao2,shou3,chu4,jin4/null/null/
摇头摆脑/null/null/yao2,tou2,bai3,nao3/null/null/
摇头摆尾/null/null/yao2,tou2,bai3,wei3/null/null/
摇头稾脑/null/null/yao2,tou2,gao3,nao3/null/null/
摇头晃脑/null/null/yao2,tou2,huang4,nao3/null/null/
摇头幌脑/null/null/yao2,tou2,huang3,nao3/null/null/
摇头麰尾/null/null/yao2,tou2,mou2,wei3/null/null/
摇头叹息/null/null/yao2,tou2,tan4,xi1/null/null/
摇尾乞怜/null/null/yao2,wei3,qi3,lian2/null/null/
摇尾求食/null/null/yao2,wei3,qiu2,shi2/null/null/
摇尾涂中/null/null/yao2,wei3,tu2,zhong1/null/null/
摇羽毛扇/null/null/yao2,yu3,mao2,shan4/null/null/
遥呼相应/null/null/yao2,hu1,xiang1,ying4/null/null/
遥相呼应/null/null/yao2,xiang1,hu1,ying4/null/null/
遥遥华胄/null/null/yao2,yao2,hua2,zhou4/null/null/
遥遥无期/null/null/yao2,yao2,wu2,qi1/null/null/
瑶草奇花/null/null/yao2,cao3,qi2,hua1/null/null/
遥遥相对/null/null/yao2,yao2,xiang1,dui4/null/null/
瑶池女使/null/null/yao2,shi,nv3,shi3/null/null/
瑶台琼室/null/null/yao2,tai2,qiong2,shi4/null/null/
瑶台银阙/null/null/yao2,tai2,yin2,que4/null/null/
杳不可闻/null/null/yao3,bu4,ke3,wen2/null/null/
杳无信息/null/null/yao3,wu2,xin4,xi1/null/null/
杳无音信/null/null/yao3,wu2,yin1,xin4/null/null/
咬得菜根/null/null/yao3,de2,cai4,gen1/null/null/
咬钉嚼铁/null/null/yao3,ding1,jiao2,tie3/null/null/
咬人狗儿不露齿/null/null/yao3,ren2,gou3,er2,bu4,lou4,chi3/null/null/
咬文嚼字/null/null/yao3,wen2,jiao2,zi4/null/null/
咬血为盟/null/null/yao3,xue4,wei2,meng2/null/null/
咬牙切齿/null/null/yao3,ya2,qie4,chi3/null/null/
药剂拌种/null/null/yao4,ji4,ban4,zhong3/null/null/
窈窕淑女/null/null/yao3,tiao3,shu1,nv3/null/null/
药笼中物/null/null/yao4,long2,zhong1,wu4/null/null/
药石之言/null/null/yao4,shi2,zhi1,yan2/null/null/
要不得/null/null/yao4,bu4,de2/null/null/
要不然/null/null/yao4,bu4,ran2/null/null/
要不是/null/null/yao4,bu2,shi4/null/null/
要而论之/null/null/yao4,er2,lun4,zhi1/null/null/
要而言之/null/null/yao4,er2,yan2,zhi1/null/null/
要害之地/null/null/yao4,hai4,zhi1,di4/null/null/
要价还价/null/null/yao4,jia4,huan2,jia4/null/null/
要面子/null/null/yao4,mian4,zi/null/null/
要死不活/null/null/yao4,si3,bu4,huo2/null/null/
要死要活/null/null/yao4,si3,yao4,huo2/null/null/
要言不烦/null/null/yao4,yan2,bu4,fan2/null/null/
要言妙道/null/null/yao4,yan2,miao4,dao4/null/null/
耶和华/null/null/ye1,he2,hua2/null/null/
耶稣会/null/null/ye1,su1,hui4/null/null/
耶稣教/null/null/ye1,su1,jiao4/null/null/
冶叶倡条/null/null/ye3,ye4,chang4,tiao2/null/null/
野调无腔/null/null/ye3,diao4,wu2,qiang1/null/null/
野没遗贤/null/null/ye3,mei2,yi2,xian2/null/null/
野人献曝/null/null/ye3,ren2,xian4,pu4/null/null/
野人奏曝/null/null/ye3,ren2,zou4,pu4/null/null/
野心勃勃/null/null/ye3,xin1,bo2,bo2/null/null/
业业矜矜/null/null/ye4,ye4,jin1,jin1/null/null/
业余教育/null/null/ye4,yu2,jiao4,yu4/null/null/
叶斑病/null/null/ye4,ban1,bing4/null/null/
叶公好龙/null/null/ye4,gong1,hao4,long2/null/null/
叶红素/null/null/ye4,hong2,su4/null/null/
叶黄素/null/null/ye4,huang2,su4/null/null/
叶绿素/null/null/ye4,lv4,su4/null/null/
叶落归根/null/null/ye4,luo4,hui1,gen1/null/null/
叶落知秋/null/null/ye4,luo4,zhi1,qiu1/null/null/
叶甜菜/null/null/ye4,tian2,cai4/null/null/
叶瘦花残/null/null/ye4,shou4,hua1,can2/null/null/
叶子烟/null/null/ye4,zi,yan1/null/null/
曳光弹/null/null/ye4,guang1,dan4/null/null/
曳裾王门/null/null/ye4,ju1,wang2,men2/null/null/
曳尾泥涂/null/null/ye4,wei3,ni2,tu2/null/null/
曳尾涂中/null/null/ye4,wei3,tu2,zhong1/null/null/
邺架之藏/null/null/ye4,jia4,zhi1,cang2/null/null/
夜不闭户/null/null/ye4,bu4,bi4,hu4/null/null/
夜不成寐/null/null/ye4,bu4,cheng2,mei4/null/null/
夜长梦多/null/null/ye4,chang2,meng4,duo1/null/null/
夜长梦短/null/null/ye4,chang2,meng4,duan3/null/null/
夜大学/null/null/ye4,da4,xue2/null/null/
夜静更阑/null/null/ye4,jing4,geng1,lan2/null/null/
夜静更深/null/null/ye4,jing4,geng1,shen1/null/null/
夜郎自大/null/null/ye4,lang2,zi4,da4/null/null/
夜礼服/null/null/ye4,li3,fu2/null/null/
夜盲症/null/null/ye4,mang2,zheng4/null/null/
夜猫子/null/null/ye4,mao1,zi3/null/null/
夜尿症/null/null/ye4,niao4,zheng4/null/null/
夜行被绣/null/null/ye4,xing2,bei4,xiu4/null/null/
夜行军/null/null/ye4,xing2,jun1/null/null/
夜总会/null/null/ye4,zong3,hui4/null/null/
夜雨对床/null/null/ye4,yu3,dui4,chuang2/null/null/
液压油/null/null/ye4,ya1,you2/null/null/
一把手/null/null/yi1,ba3,shou3/null/null/
一把死拿/null/null/yi1,ba3,si3,na2/null/null/
一把钥匙开一把锁/null/null/yi1,ba3,yao4,shi,kai1,yi1,ba3,suo3/null/null/
一把抓/null/null/yi1,ba3,zhua1/null/null/
一百八十度/null/null/yi1,bai3,ba1,shi2,du4/null/null/
一把子/null/null/yi1,ba4,zi/null/null/
一百二十行/null/null/yi1,bai3,er4,shi2,hang2/null/null/
一败涂地/null/null/yi1,bai4,tu2,di4/null/null/
一般见识/null/null/yi1,ban1,jian4,shi2/null/null/
一棒一条痕/null/null/yi1,bang4,yi1,tiao2,hen2/null/null/
一包在内/null/null/yi1,bao1,zai4,nei4/null/null/
一报还一报/null/null/yi1,bao4,huan2,yi1,bao4/null/null/
一暴十寒/null/null/yi1,pu4,shi2,han2/null/null/
一本万利/null/null/yi1,ben3,wan4,li4/null/null/
一本正经/null/null/yi1,ben3,zheng4,jing1/null/null/
一笔不苟/null/null/yi1,bi3,bu4,gou3/null/null/
一笔勾断/null/null/yi1,bi3,gou1,duan4/null/null/
一笔勾消/null/null/yi1,bi3,gou1,xiao1/null/null/
一笔勾销/null/null/yi1,bi3,gou1,xiao1/null/null/
一笔抹摋/null/null/yi1,bi3,mo4,sa4/null/null/
一笔抹杀/null/null/yi1,bi3,mo3,sha1/null/null/
