阿Ｑ/null/null/a1,Ｑ
凿凿可据/null/null/zao2,zao2,ke3,ju4
凿饮耕食/null/null/zao2,yin3,geng1,shi2
凿凿有据/null/null/zao2,zao2,you3,ju4
早朝晏罢/null/null/zao3,chao2,yan4,ba4
早期白话/null/null/zao3,qi1,bai2,hua4
早上好/null/null/zao3,shang4,hao3
早占勿药/null/null/zao3,zhan1,wu4,yao4
灶王爷/null/null/zao4,wang2,ye2
皂白不分/null/null/zao4,bai2,bu4,fen1
造车合辙/null/null/zao4,che1,he2,zhe2
造船厂/null/null/zao4,chuan2,chang3
造次行事/null/null/zao4,ci4,xing2,shi4
造端倡始/null/null/zao4,duan1,chang4,shi3
造恶不悛/null/null/zao4,e4,bu4,quan1
造化小儿/null/null/zao4,hua4,xiao3,er2
造型艺术/null/null/zao4,xing2,yi4,shu4
造谣中伤/null/null/zao4,yao2,zhong4,shang1
造因结果/null/null/zao4,yin1,jie2,guo3
造因得果/null/null/zao4,yin1,de2,guo3
造作矫揉/null/null/zao4,zuo4,jiao3,rou2
择肥而噬/null/null/ze2,fei2,er2,shi4
躁言丑句/null/null/zao4,yan2,chou3,ju4
择地而蹈/null/null/ze2,di4,er2,dao3
择福宜重/null/null/ze2,fu2,yi2,zhong4
择邻而居/null/null/ze2,lin2,er2,ju1
择善而从/null/null/ze2,shan4,er2,cong2
择善而行/null/null/ze2,shan4,er2,xing2
择主而事/null/null/ze2,zhu3,er2,shi4
泽及枯骨/null/null/ze2,ji2,ku1,gu3
泽被后世/null/null/ze2,bei4,hou4,shi4
泽吻磨牙/null/null/ze2,wen3,mo2,ya2
责任感/null/null/ze2,ren4,gan3
责任事故/null/null/ze2,ren4,shi4,gu4
责任心/null/null/ze2,ren4,xin1
责任制/null/null/ze2,ren4,zhi4
责无旁贷/null/null/ze2,wu2,pang2,dai4
责有所归/null/null/ze2,you3,suo3,gui1
责有攸归/null/null/ze2,you3,you1,gui1
啧有烦言/null/null/ze2,you3,fan2,yan2
啧啧称羡/null/null/ze2,ze2,cheng1,xian4
啧啧称赞/null/null/ze2,ze2,cheng1,zan4
昃食宵衣/null/null/ze4,shi2,xiao1,yi1
贼骨头/null/null/zei2,gu2,tou55
贼溜溜/null/null/zei2,iu1,iu1
贼头狗脑/null/null/zei2,tou2,gou3,nao3
贼头鼠脑/null/null/zei2,tou2,shu3,nao3
贼头鬼脑/null/null/zei2,tou2,gui3,nao3
贼头贼脑/null/null/zei2,tou2,zei2,nao3
贼心不死/null/null/zei2,xin1,bu4,si3
怎么样/null/null/zen3,me5,yang4
怎么着/null/null/zen3,me5,zhao1
曾不惨然/null/null/zeng5,bu5,chan5,ran5
谮下谩上/null/null/zen4,xia4,man2,shang4
曾参杀人/null/null/zeng1,shen1,sha1,ren2
曾经沧海/null/null/ceng2,jing1,cang1,hai3
曾几何时/null/null/ceng2,ji3,he2,shi2
曾母投杼/null/null/zeng1,mu3,tou2,zhu4
曾无与二/null/null/ceng2,wu2,yu3,er4
曾祖母/null/null/zeng1,zu3,mu3
增长速度/null/null/zeng1,zhang3,su4,du4
增收节支/null/null/zeng1,shou1,jie2,zhi1
增砖添瓦/null/null/zeng1,zhuan1,tian1,wa3
憎爱分明/null/null/zeng1,ai4,fen1,ming2
扎根串连/null/null/zha1,gen1,chuan4,lian2
扎耳朵/null/null/zha1,er3,duo3
扎猛子/null/null/zha1,meng3,zi3
轧钢厂/null/null/zha2,gang1,chang3
轧钢机/null/null/zha2,gang1,ji1
眨眼间/null/null/zha3,yan3,jian1
乍暖还寒/null/null/zha4,nuan3,hai2,han2
诈痴不颠/null/null/zha4,chi1,bu4,dian1
诈奸不及/null/null/zha4,jian1,bu4,ji2
诈哑佯聋/null/null/zha4,ya3,yang2,long2
炸丸子/null/null/zha2,wan2,zi3
榨油厂/null/null/zha4,you2,chang3
摘瓜抱蔓/null/null/zhai1,gua1,bao4,man4
摘艳熏香/null/null/zhai1,yan4,xun1,xiang1
摘句寻章/null/null/zhai1,ju4,xun2,zhang1
债多不愁/null/null/zhai4,duo1,bu4,chou2
宅中图大/null/null/zhai2,zhong1,tu2,da4
债台高筑/null/null/zhai4,tai2,gao1,zhu4
沾风惹草/null/null/zhan1,feng1,re3,cao3
沾泥带水/null/null/zhan1,ni2,dai4,shui3
沾亲带故/null/null/zhan1,qin1,dai4,gu4
沾亲带友/null/null/zhan1,qin1,dai4,you3
沾沾自好/null/null/zhan1,zhan1,zi4,hao4
毡上拖毛/null/null/zhan1,shang4,tuo1,mao2
粘合剂/null/null/nian2,he2,ji4
粘皮带骨/null/null/zhan1,pi2,dai4,gu3
詹言曲说/null/null/zhan1,yan2,qu3,shuo1
詀言詀语/null/null/zhan1,yan2,zhan1,yu3
斩钉截铁/null/null/zhan3,ding1,jie2,tie3
斩钉切铁/null/null/zhan3,ding1,qie1,tie3
斩竿揭木/null/null/zhan3,gan1,jie1,mu4
斩将搴旗/null/null/zhan3,jiang4,qian1,qi2
斩钢截铁/null/null/zhan3,gang1,jie2,tie3
斩将刈旗/null/null/zhan3,jiang4,yi4,qi2
斩尽杀绝/null/null/zhan3,jin4,sha1,jue2
斩木揭竿/null/null/zhan3,mu4,jie1,gan1
斩头沥血/null/null/zhan3,tou2,li4,xue4
斩头去尾/null/null/zhan3,tou2,qu4,wei3
展览会/null/null/zhan3,lan3,hui4
展销会/null/null/zhan3,xiao1,hui4
崭露头角/null/null/zhan3,lu4,tou2,jiao3
崭露头脚/null/null/zhan3,lu4,tou2,jiao3
辗转反侧/null/null/zhan3,zhuan3,fan3,ce4
占便宜/null/null/zhan4,pian2,yi2
占风使帆/null/null/zhan1,feng1,shi3,fan1
占风望气/null/null/zhan1,feng1,wang4,qi4
占上风/null/null/zhan4,shang4,feng1
占星术/null/null/zhan1,xing1,shu4
占优势/null/null/zhan4,you1,shi4
占有权/null/null/zhan4,you3,quan2
战不旋踵/null/null/zhan4,bu4,xuan2,zhong3
战斗机/null/null/zhan4,dou4,ji1
战斗力/null/null/zhan4,dou4,li4
战斗员/null/null/zhan4,dou4,yuan2
战斗英雄/null/null/zhan4,dou4,ying1,xiong2
战天斗地/null/null/zhan4,tian1,dou4,di4
战无不克/null/null/zhan4,wu2,bu4,ke4
战无不胜/null/null/zhan4,wu2,bu4,sheng4
站柜台/null/null/zhan4,gui4,tai2
湛恩汪濊/null/null/zhan4,en1,wang1,hun2
站台票/null/null/zhan4,tai2,piao4
张大其词/null/null/zhang1,da4,qi2,ci2
张大其辞/null/null/zhang1,da4,qi2,ci2
张大其事/null/null/zhang1,da4,qi2,shi4
张灯结采/null/null/zhang1,deng1,jie2,cai3
张灯结彩/null/null/zhang1,deng1,jie2,cai3
张冠李戴/null/null/zhang1,guan1,li3,dai4
张皇其事/null/null/zhang1,huang2,qi2,shi4
张口结舌/null/null/zhang1,kou3,jie2,she2
张脉偾兴/null/null/zhang1,mai4,fen4,xing1
张王李赵/null/null/zhang1,wang2,li3,zhao4
张王赵李/null/null/zhang1,wang2,zhao4,li3
张牙舞爪/null/null/zhang1,ya2,wu3,zhao3
张眼露睛/null/null/zhang1,yan3,lu4,jing1
章句小儒/null/null/zhang1,ju4,xiao1,ru2
章句之徒/null/null/zhang1,ju4,zhi1,tu2
章台杨柳/null/null/zhang1,tai2,yang2,iu3
彰明较着/null/null/zhang1,ming2,jiao4,zhu4
彰明较著/null/null/zhang1,ming2,jiao4,zhu4
彰明昭著/null/null/zhang1,ming2,zhao1,zhu4
彰明昭着/null/null/zhang1,ming2,zhao1,zhe5
彰善瘅恶/null/null/zhang1,shan4,dan4,e4
獐麇马鹿/null/null/zhang1,jun1,ma3,lu4
獐头鼠目/null/null/zhang1,tou2,shu3,mu4
掌上观文/null/null/zhang3,shang4,guan1,wen2
掌上观纹/null/null/zhang3,shang4,guan1,wen2
掌上明珠/null/null/zhang3,shang4,ming2,zhu1
丈二和尚/null/null/zhang4,er4,he2,shang4
丈八蛇矛/null/null/zhang4,ba1,she2,mao2
仗节死义/null/null/zhang4,jie2,si3,yi4
杖履相从/null/null/zhang4,lv3,xiang1,cong2
杖履纵横/null/null/zhang4,lv3,zong4,heng2
障碍赛跑/null/null/zhang4,ai4,sai4,pao3
瘴乡恶土/null/null/zhang4,xiang1,e4,tu3
瘴雨蛮烟/null/null/zhang4,yu3,man2,yan1
招待会/null/null/zhao1,dai1,hui4
招待所/null/null/zhao1,dai4,suo3
招待员/null/null/zhao1,dai4,yuan2
招风揽火/null/null/zhao1,feng1,lan3,huo3
招风惹草/null/null/zhao1,feng1,re3,cao3
招风惹雨/null/null/zhao1,feng1,re3,yu3
招架不住/null/null/zhao1,jia4,bu4,zhu4
招女婿/null/null/zhao1,nv3,xu4
招降纳叛/null/null/zhao1,xiang2,na4,pan4
招亡纳叛/null/null/zhao1,wang2,na4,pan4
招摇过市/null/null/zhao1,yao2,guo4,shi4
昭德塞违/null/null/zhao1,de2,se4,wei2
昭聋发聩/null/null/zhao1,long2,fa1,kui4
昭然若揭/null/null/zhao1,ran2,ruo4,jie1
找碴儿/null/null/zhao3,cha2,er2
沼泽地/null/null/zhao3,ze2,di4
召之即来/null/null/zhao4,zhi1,ji2,lai2
兆载永劫/null/null/zhao4,zai3,yong3,jie2
照猫画虎/null/null/zhao4,mao1,hua4,hu3
照功行赏/null/null/zhao4,gong1,xing2,shang3
照明弹/null/null/zhao4,ming2,dan4
照相版/null/null/zhao4,xiang4,ban3
照相机/null/null/zhao4,xiang4,ji1
照相纸/null/null/zhao4,xiang4,zhi3
遮地盖天/null/null/zhe1,di4,gai4,tian1
遮地漫天/null/null/zhe1,di4,man4,tian1
遮风挡雨/null/null/zhe1,feng1,dang3,yu3
遮空蔽日/null/null/zhe1,kong1,bi4,ri4
遮三瞒四/null/null/zhe1,san1,man2,si4
遮天盖地/null/null/zhe1,tian1,gai4,di4
遮天盖日/null/null/zhe1,tian1,gai4,ri4
遮天迷地/null/null/zhe1,tian1,mi2,di4
折长补短/null/null/zhe2,chang2,bu3,duan3
折冲厌难/null/null/zhe2,chong1,yan4,nan2
折冲御侮/null/null/zhe2,chong1,yu4,wu3
折冲之臣/null/null/zhe2,chong1,zhi1,chen2
折冲尊俎/null/null/zhe2,chong1,zun1,zu3
折叠椅/null/null/zhe2,die2,yi3
折冲樽俎/null/null/zhe2,chong1,zun1,zu3
折鼎覆餗/null/null/zhe2,ding3,fu4,su4
折而族之/null/null/zhe5,er5,zu5,zi5
折槁振落/null/null/zhe2,gao3,zhen4,luo4
折跟头/null/null/zhe1,gen1,tou55
折戟沉沙/null/null/zhe2,ji3,chen2,sha1
折胶堕指/null/null/zhe2,jiao1,duo4,zhi3
折箭为誓/null/null/she2,jian4,wei2,shi4
折节读书/null/null/zhe2,jie2,du2,shu1
折节下士/null/null/zhe2,jie2,xia4,shi4
折旧费/null/null/zhe2,jiu4,fei4
折矩周规/null/null/zhe2,ju3,zhou1,gui1
折射线/null/null/zhe2,she4,xian4
折腰五斗/null/null/she2,yao1,wu3,dou4
折子戏/null/null/zhe2,zi3,xi4
折足覆餗/null/null/zhe2,zu2,fu4,su4
哲人其萎/null/null/zhe2,ren2,qi2,wei3
赭衣塞路/null/null/zhe3,yi1,sai4,lu4
这会儿/null/null/zhe4,hui4,er5
这么点儿/null/null/zhe4,me5,dian3,er5
这么些/null/null/zhe4,mo3,xie1
这么样/null/null/zhe4,me5,yang4
这么着/null/null/zhe4,me5,zhao1
这山望着那山高/null/null/zhe4,shan1,wang4,zhe5,na4,shan1,gao1
浙江大学/null/null/zhe4,jiang1,da4,xue2
浙江省/null/null/zhe4,jiang1,sheng3
贞不绝俗/null/null/zhen1,bu4,jue2,su2
贞风亮节/null/null/zhen1,feng1,liang4,jie2
贞观之治/null/null/zhen1,guan1,zhi1,zhi4
贞松劲柏/null/null/zhen1,song1,jing4,bai3
贞元会合/null/null/zhen1,yuan2,hui4,he2
针刺麻醉/null/null/zhen1,ci4,ma2,zui4
针芥相投/null/null/zhen1,jie4,xiang1,tou2
针锋相对/null/null/zhen1,feng1,xiang1,dui4
针芥之合/null/null/zhen1,jie4,zhi1,he2
针芥之契/null/null/zhen1,jie4,zhi1,qi4
针芥之投/null/null/zhen1,jie4,zhi1,tou2
针头线脑/null/null/zhen1,tou2,xian4,nao3
针头线尾/null/null/zhen1,tou2,xian4,wei3
针头削铁/null/null/zhen1,tou2,xue1,tie3
针叶林/null/null/zhen1,ye4,lin2
针织品/null/null/zhen1,zhi1,pin3
侦察员/null/null/zhen1,cha2,yuan2
侦探片/null/null/zhen1,tan4,pian4
侦探小说/null/null/zhen1,tan4,xiao3,shuo1
珍禽奇兽/null/null/zhen1,qin2,qi2,shou4
真分数/null/null/zhen1,fen1,shu4
真格的/null/null/zhen1,ge2,de5
真金不怕火/null/null/zhen1,jin1,bu4,pa4,huo3
真金不镀/null/null/zhen1,jin1,bu4,du4
真金不怕火炼/null/null/zhen1,jin1,bu4,pa4,huo3,lian4
真空泵/null/null/zhen1,kong1,beng4
真空管/null/null/zhen1,kong1,guan3
真凭实据/null/null/zhen1,ping2,shi2,ju4
真枪实弹/null/null/zhen1,qiang1,shi2,dan4
真人不露相/null/null/zhen1,ren2,bu4,lou4,xiang4
真伪莫辨/null/null/zhen1,wei3,mo4,bian4
真相毕露/null/null/zhen1,xiang1,bi4,lu4
真真假假/null/null/zhen1,zhen1,jia3,jia3
真相大白/null/null/zhen1,xiang4,da4,bai2
真知卓见/null/null/zhen1,zhi1,zhuo2,jian4
真知灼见/null/null/zhen1,zhi1,zhuo2,jian4
甄奇录异/null/null/zhen1,qi2,lu4,yi4
枕干之雠/null/null/zhen3,gan4,zhi1,chou2
枕戈待旦/null/null/zhen3,ge1,dai4,dan4
枕戈待敌/null/null/zhen3,ge1,dai4,di2
枕戈待命/null/null/zhen3,ge1,dai4,ming4
枕戈汗马/null/null/zhen3,ge1,han4,ma3
枕戈泣血/null/null/zhen3,ge1,qi4,xue4
枕戈饮血/null/null/zhen3,ge1,yin3,xue4
枕流漱石/null/null/zhen3,iu2,shu4,shi2
枕戈以待/null/null/zhen3,ge1,yi3,dai4
枕曲藉糟/null/null/zhen3,qu1,jie4,zao1
枕麹藉糟/null/null/zhen3,qu1,jie4,zao1
枕山臂江/null/null/zhen3,shan1,bi4,jiang1
枕山栖谷/null/null/zhen3,shan1,qi1,gu3
枕石寝绳/null/null/zhen3,shi2,qin3,sheng2
枕石嗽流/null/null/zhen3,shi2,shu4,iu2
枕石漱流/null/null/zhen3,shi2,sou4,iu2
枕头风/null/null/zhen3,tou55,feng1
枕席过师/null/null/zhen3,xi2,guo4,shi1
枕席还师/null/null/zhen3,xi2,huan2,shi1
枕中鸿宝/null/null/zhen3,zhong1,hong2,bao3
阵马风樯/null/null/zhen4,ma3,feng1,qiang2
阵地战/null/null/zhen4,di4,zhan4
振臂一呼/null/null/zhen4,bi4,yi1,hu1
振兵泽旅/null/null/zhen4,bing1,shi4,lv3
振领提纲/null/null/zhen4,ling3,ti2,gang1
振聋发聩/null/null/zhen4,long2,fa1,kui4
振贫济乏/null/null/zhen4,pin2,ji4,fa2
振衣濯足/null/null/zhen4,yi1,zhuo2,zu2
振振有词/null/null/zhen4,zhen4,you3,ci2
振振有辞/null/null/zhen4,zhen4,you3,ci2
镇定自若/null/null/zhen4,ding4,zi4,ruo4
震聋发聩/null/null/zhen4,long2,fa1,kui4
震天动地/null/null/zhen4,tian1,dong4,di4
争长竞短/null/null/zheng1,chang2,jing4,duan3
争长论短/null/null/zheng1,chang2,lun4,duan3
争短论长/null/null/zheng1,duan3,lun4,chang2
争多论少/null/null/zheng1,duo1,lun4,shao3
争分夺秒/null/null/zheng1,fen1,duo2,miao3
争风吃醋/null/null/zheng1,feng1,chi1,cu4
争鸡失羊/null/null/zheng1,ji1,shi1,yang2
争斤论两/null/null/zheng1,jin1,lun4,liang3
争猫丢牛/null/null/zheng1,mao1,diu1,niu2
争奇斗艳/null/null/zheng1,qi2,dou4,yan4
争强斗狠/null/null/zheng1,qiang2,dou4,hen3
争强斗胜/null/null/zheng1,qiang2,dou4,sheng4
争强好胜/null/null/zheng1,qiang2,hao4,sheng4
争强显胜/null/null/zheng1,qiang2,xian3,sheng4
争妍斗艳/null/null/zheng1,yan2,dou4,yan4
征敛无度/null/null/zheng1,lian3,wu2,du4
铮铮铁骨/null/null/zheng1,zheng1,tie3,gu3
铮铮有声/null/null/zheng1,zheng1,you3,sheng1
蒸馏水/null/null/zheng1,iu2,shui3
蒸汽机车/null/null/zheng1,qi4,ji1,che1
蒸沙成饭/null/null/zheng1,sha1,cheng2,fan4
蒸蒸日上/null/null/zheng1,zheng1,ri4,shang4
蒸沙为饭/null/null/zheng1,sha1,wei2,fan4
拯溺扶危/null/null/zheng3,ni4,fu2,wei1
整本大套/null/null/zheng3,ben3,da4,tao4
整顿干坤/null/null/zheng3,dun4,gan4,kun1
整躬率物/null/null/zheng3,gong1,shuai4,wu4
整冠纳履/null/null/zheng3,guan4,na4,lv3
整年累月/null/null/zheng3,nian2,lei4,yue4
整旅厉卒/null/null/zheng3,lv3,li4,zu2
整整齐齐/null/null/zheng3,zheng3,qi2,qi2
整装待发/null/null/zheng3,zhuang1,dai4,fa1
正本澄源/null/null/zheng4,ben3,cheng2,yuan2
正本清源/null/null/zheng4,ben3,qing1,yuan2
正比例/null/null/zheng4,bi3,li4
正大光明/null/null/zheng4,da4,guang1,ming2
正大堂皇/null/null/zheng4,da4,tang2,huang2
正大堂煌/null/null/zheng4,da4,tang2,huang2
正当防卫/null/null/zheng4,dang4,fang2,wei4
正当年/null/null/zheng4,dang1,nian2
正当时/null/null/zheng4,dang1,shi2
正当中/null/null/zheng4,dang1,zhong1
正电荷/null/null/zheng4,dian4,he4
正多边形/null/null/zheng4,duo1,bian1,xing2
正多面体/null/null/zheng4,duo1,mian4,ti3
正儿巴经/null/null/zheng4,er2,ba1,jing1
正儿八经/null/null/zheng4,er2,ba1,jing1
正法直度/null/null/zheng4,fa3,zhi2,du4
正法眼藏/null/null/zheng4,fa3,yan3,cang2
正方形/null/null/zheng4,fang1,xing2
正冠李下/null/null/zheng4,guan4,li3,xia4
正冠纳履/null/null/zheng4,guan4,na4,lv3
正规军/null/null/zheng4,gui1,jun1
正规战/null/null/zheng4,gui1,zhan4
正襟危坐/null/null/zheng4,jin1,wei1,zuo4
正经八百/null/null/zheng4,jing1,ba1,bai3
正经八板/null/null/zheng4,jing1,ba1,ban3
正经八本/null/null/zheng4,jing1,ba1,ben3
正理平治/null/null/zheng4,li3,ping2,zhi4
正面人物/null/null/zheng4,mian4,ren2,wu4
正名定分/null/null/zheng4,ming2,ding4,fen1
正明公道/null/null/zheng4,ming2,gong1,dao4
正气凛然/null/null/zheng4,qi4,lin3,ran2
正人君子/null/null/zheng4,ren2,jun1,zi3
正容亢色/null/null/zheng4,rong2,kang4,se4
正色敢言/null/null/zheng4,se4,gan3,yan2
正色厉声/null/null/zheng4,se4,li4,sheng1
正色危言/null/null/zheng4,se4,wei1,yan2
正色直绳/null/null/zheng4,se4,zhi2,sheng2
正色直言/null/null/zheng4,se4,zhi2,yan2
正身率下/null/null/zheng4,shen1,shuai4,xia4
正身明法/null/null/zheng4,shen1,ming2,fa3
正身清心/null/null/zheng4,shen1,qing1,xin1
正声雅音/null/null/zheng4,sheng1,ya3,yin1
正始之音/null/null/zheng4,shi3,zhi1,yin1
正视绳行/null/null/zheng4,shi4,sheng2,xing2
正心诚意/null/null/zheng4,xin1,cheng2,yi4
正言不讳/null/null/zheng4,yan2,bu4,hui4
正言厉色/null/null/zheng4,yan2,li4,se4
正言厉颜/null/null/zheng4,yan2,li4,yan2
正言直谏/null/null/zheng4,yan2,zhi2,jian4
正颜厉色/null/null/zheng4,yan2,li4,se4
正义性/null/null/zheng4,yi4,xing4
正音法/null/null/zheng4,yin1,fa3
正正经经/null/null/zheng4,zheng4,jing1,jing1
正正气气/null/null/zheng4,zheng4,qi4,qi4
正正堂堂/null/null/zheng4,zheng4,tang2,tang2
正正之旗/null/null/zheng4,zheng4,zhi1,qi2
正直无私/null/null/zheng4,zhi2,wu2,si1
正直无邪/null/null/zheng4,zhi2,wu2,xie2
正中己怀/null/null/zheng4,zhong4,ji3,huai2
正中下怀/null/null/zheng4,zhong4,xia4,huai2
正字法/null/null/zheng4,zi4,fa3
证龟成鳖/null/null/zheng4,gui1,cheng2,bie1
证据确凿/null/null/zheng4,ju4,que4,zao2
证券交易所/null/null/zheng4,quan4,jiao1,yi4,suo3
郑重其辞/null/null/zheng4,zhong4,qi2,ci2
郑重其事/null/null/zheng4,zhong4,qi2,shi4
政教合一/null/null/zheng4,jiao4,he2,yi1
政令不一/null/null/zheng4,ling4,bu4,yi1
政通人和/null/null/zheng4,tong1,ren2,he2
政清人和/null/null/zheng4,qing1,ren2,he2
政治避难/null/null/zheng4,zhi4,bi4,nan4
政治地理学/null/null/zheng4,zhi4,di4,li3,xue2
政治家/null/null/zheng4,zhi4,jia1
政治经济学/null/null/zheng4,zhi4,jing1,ji4,xue2
政治体制改革/null/null/zheng4,zhi4,ti3,zhi4,gai3,ge2
政治委员/null/null/zheng4,zhi4,wei3,yuan2
政治协商会议/null/null/zheng4,zhi4,xie2,shang1,hui4,yi4
政治指导员/null/null/zheng4,zhi4,zhi3,dao3,yuan2
之死不渝/null/null/zhi1,si3,bu4,yu2
支策据梧/null/null/zhi1,ce4,ju4,wu2
支分节解/null/null/zhi1,fen1,jie2,jie3
支纷节解/null/null/zhi1,fen1,jie2,jie3
支分族解/null/null/zhi1,fe1,zu2,jie3
支委会/null/null/zhi1,wei3,hui4
支吾其词/null/null/zhi1,wu1,qi2,ci2
支支吾吾/null/null/zhi1,zhi1,wu2,wu2
支着儿/null/null/zhi1,zhao1,er2
吱哩哇啦/null/null/zhi1,li1,wa1,la1
吱吱嘎嘎/null/null/zhi1,zhi1,ga1,ga1
枝别条异/null/null/zhi1,bie2,tiao2,yi4
枝布叶分/null/null/zhi1,bu4,ye4,fen1
枝词蔓说/null/null/zhi1,ci2,man4,shuo1
枝辞蔓语/null/null/zhi1,ci2,man4,yu3
枝词蔓语/null/null/zhi1,ci2,man4,yu3
枝大于本/null/null/zhi1,da4,yu4,ben3
枝对叶比/null/null/zhi1,dui4,ye4,bi3
枝繁叶茂/null/null/zhi1,fan2,ye4,mao4
枝分缕解/null/null/zhi1,fen1,lv3,jie3
枝分叶散/null/null/zhi1,fen1,ye4,san4
枝附叶从/null/null/zhi1,fu4,ye4,cong2
枝附叶连/null/null/zhi1,fu4,ye4,lian2
枝附叶著/null/null/zhi1,fu4,yie4,zhuo2
枝附叶着/null/null/zhi1,fu4,yie4,zhuo2
枝附影从/null/null/zhi1,fu4,ying3,cong2
枝干相持/null/null/zhi1,gan4,xiang1,xhi2
枝节横生/null/null/zhi1,jie2,heng2,sheng1
枝流叶布/null/null/zhi1,iu2,ye4,bu4
枝末生根/null/null/zhi1,mo4,sheng1,gen1
枝外生枝/null/null/zhi1,wai4,sheng1,zhi1
枝叶扶疏/null/null/zhi1,ye4,fu2,shu1
枝叶扶苏/null/null/zhi1,ye4,fu2,su1
枝源派本/null/null/zhi1,yuan2,pai4,ben3
枝叶相持/null/null/zhi1,ye4,xing1,chi2
枝枝节节/null/null/zhi1,zhi1,jie2,jie2
知白守黑/null/null/zhi1,bai2,shou3,hei1
知彼知己/null/null/zhi1,bi3,zhi1,ji3
知地知天/null/null/zhi1,di4,zhi1,tian1
知恩报德/null/null/zhi1,en1,bao4,de2
知恩报恩/null/null/zhi1,en1,bao4,en1
知法犯法/null/null/zhi1,fa3,fan4,fa3
知根知底/null/null/zhi1,gen1,zhi1,di3
知过必改/null/null/zhi1,guo4,bi4,gai3
知过能改/null/null/zhi1,guo4,neng2,gai3
知己之遇/null/null/zhi1,ji3,zhi1,yu4
知己知彼/null/null/zhi1,ji3,zhi1,bi3
知尽能索/null/null/zhi1,jin4,neng2,suo3
知冷知热/null/null/zhi1,leng3,zhi1,re4
知来藏往/null/null/zhi1,lai2,cang2,wang3
知名当世/null/null/zhi1,ming2,dang1,shi4
知命不忧/null/null/zhi1,ming4,bu4,you1
知命乐天/null/null/zhi1,ming4,le4,tian1
知命之年/null/null/zhi1,ming4,zhi1,nian2
知难而进/null/null/zhi1,nan2,er2,jin4
知难而退/null/null/zhi1,nan2,er2,tui4
知其一不知其二/null/null/zhi1,qi2,yi1,bu4,zhi1,qi2,er4
知情不举/null/null/zhi1,qing2,bu4,ju3
知情不报/null/null/zhi1,qing2,bu4,bao4
知情达理/null/null/zhi1,qing2,da2,li3
知情人/null/null/zhi1,qing2,ren2
知人论世/null/null/zhi1,ren2,lun4,shi4
知人善任/null/null/zhi1,ren2,shan4,ren4
知人之明/null/null/zhi1,ren2,zhi1,ming2
知人下士/null/null/zhi1,ren2,xia4,shi4
知人知面不知心/null/null/zhi1,ren2,zhi1,mian4,bu4,zhi1,xin1
知荣守辱/null/null/zhi1,rong2,shou3,ru3
知识分子/null/null/zhi1,shi2,fen4,zi3
知识产权/null/null/zhi1,shi2,chan3,quan2
知识青年/null/null/zhi1,shi2,qing1,nian2
知书达礼/null/null/zhi1,shu1,da2,li3
知疼着热/null/null/zhi1,teng2,zhao2,re4
知疼着痒/null/null/zhi1,teng2,zhao2,yang3
知往鉴今/null/null/zhi1,wang3,jian4,jin1
知微知彰/null/null/zhi1,wei1,zhi1,zhang1
知无不言，言无不尽/null/null/zhi1,wu2,bu4,yan2,，,yan2,wu2,bu4,jin4
知我罪我/null/null/zhi1,wo3,zui4,wo3
知小谋大/null/null/zhi1,xiao3,mou2,da4
知无不言/null/null/zhi1,wu2,bu4,yan2
知心话/null/null/zhi1,xin1,hua4
知行合一/null/null/zhi1,xing2,he2,yi1
知雄守雌/null/null/zhi1,xiong2,shou3,ci2
知羞识廉/null/null/zhi1,xiu1,shi2,lian2
知一万毕/null/null/zhi1,yi1,wan4,bi4
知易行难/null/null/zhi1,yi4,xing2,nan2
知遇之恩/null/null/zhi1,yu4,zhi1,en1
知止不殆/null/null/zhi1,zhi3,bu4,dai4
知子莫若父/null/null/zhi1,zi3,mo4,ruo4,fu4
知足不辱/null/null/zhi1,zu2,bu4,ru3
知足常乐/null/null/zhi1,zu2,chang2,le4
知足知止/null/null/zhi1,zu2,zhi1,zhi3
织白守黑/null/null/zhi1,bai2,shou3,hei1
织布机/null/null/zhi1,bu4,ji1
织楚成门/null/null/zhi1,chu3,cheng2,men2
织当访婢/null/null/zhi1,dang1,fang3,bi4
织女星/null/null/zhi1,nv3,xing1
脂膏不润/null/null/zhi1,gao1,bu4,run4
脂膏莫润/null/null/zhi1,gao1,mo4,run4
执而不化/null/null/zhi2,er2,bu4,hua4
执法不阿/null/null/zhi2,fa3,bu4,a1
执两用中/null/null/zhi2,liang3,yong4,zhong1
执经问难/null/null/zhi2,jing1,wen4,nan2
执迷不返/null/null/zhi2,mi2,bu4,fan3
执迷不反/null/null/zhi2,mi2,bu4,fan3
执迷不悟/null/null/zhi2,mi2,bu4,wu4
执迷不醒/null/null/zhi2,mi2,bu4,xing3
执行主席/null/null/zhi2,xing2,zhu3,xi2
执意不从/null/null/zhi2,yi4,bu4,cong2
侄孙女/null/null/zhi2,sun1,nv3
侄女婿/null/null/zhi2,nv3,xu4
直道而行/null/null/zhi2,dao4,er2,xing2
直勾勾/null/null/zhi2,gou1,gou1
直角尺/null/null/zhi2,jiao3,chi3
直角三角形/null/null/zhi2,jiao3,san1,jiao3,xing2
直接了当/null/null/zhi2,jie1,liao3,dang4
直捷了当/null/null/zhi2,jie2,liao3,dang4
直截了当/null/null/zhi2,jie2,liao3,dang4
直撅撅/null/null/zhi2,jue1,jue1
直觉性/null/null/zhi2,jue2,xing4
